action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_distance,shot_made_flag,opponent,remaining_time,2PT Field Goal,3PT Field Goal,Bank Shot,Dunk,Hook Shot,Jump Shot,Layup,Tip Shot,home_court,injury
Fadeaway Jump Shot,Jump Shot,92,30,3,0,2002,9,1.0,SAS,679,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,-3,35,3,0,2002,3,0.0,SAS,540,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,34,45,3,0,2002,5,1.0,SAS,515,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,-34,31,3,0,2002,4,0.0,SAS,485,True,False,False,False,False,False,True,False,0,0
Driving Finger Roll Shot,Layup,-23,33,3,0,2002,4,1.0,SAS,256,True,False,False,False,False,False,True,False,0,0
Driving Layup Shot,Layup,29,15,3,0,2002,3,0.0,SAS,203,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-146,7,3,0,2002,14,0.0,SAS,147,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,232,8,4,0,2002,23,1.0,SAS,384,False,True,False,False,False,True,False,False,0,0
Dunk Shot,Dunk,3,25,4,0,2002,2,1.0,SAS,170,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,102,227,4,0,2002,24,0.0,SAS,107,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-227,43,4,0,2002,23,0.0,SAS,28,False,True,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,-31,28,4,0,2002,4,1.0,SAS,20,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,143,81,1,0,2002,16,0.0,ATL,654,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-5,266,1,0,2002,26,1.0,ATL,508,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,8,196,1,0,2002,19,0.0,ATL,394,True,False,False,False,False,True,False,False,0,0
Driving Dunk Shot,Dunk,0,0,1,0,2002,0,1.0,ATL,273,True,False,False,True,False,False,False,False,0,0
Turnaround Jump Shot,Jump Shot,49,92,1,0,2002,10,1.0,ATL,210,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,144,22,1,0,2002,14,0.0,ATL,29,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-31,411,1,0,2002,41,0.0,ATL,0,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,72,133,2,0,2002,15,0.0,ATL,627,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-156,84,2,0,2002,17,0.0,ATL,497,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,0,0,3,0,2002,0,1.0,ATL,633,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,1,197,3,0,2002,19,0.0,ATL,555,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,0,0,3,0,2002,0,1.0,ATL,521,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,158,92,4,0,2002,18,0.0,ATL,702,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,0,0,4,0,2002,0,0.0,ATL,607,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,166,3,4,0,2002,16,1.0,ATL,585,True,False,False,False,False,True,False,False,0,0
Dunk Shot,Dunk,0,0,4,0,2002,0,1.0,ATL,497,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,-133,215,4,0,2002,25,1.0,ATL,436,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,209,150,4,0,2002,25,1.0,ATL,300,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,202,140,4,0,2002,24,0.0,ATL,260,False,True,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,2,0,2002,0,1.0,HOU,632,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,113,160,2,0,2002,19,0.0,HOU,471,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,2,0,2002,0,1.0,HOU,437,True,False,False,False,False,False,True,False,0,0
Layup Shot,Layup,0,0,2,0,2002,0,0.0,HOU,391,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-149,105,2,0,2002,18,0.0,HOU,352,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,115,227,2,0,2002,25,0.0,HOU,281,False,True,False,False,False,True,False,False,0,0
Running Layup Shot,Layup,0,0,2,0,2002,0,1.0,HOU,208,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-48,43,2,0,2002,6,0.0,HOU,17,True,False,False,False,False,True,False,False,0,0
Turnaround Jump Shot,Jump Shot,97,77,3,0,2002,12,0.0,HOU,657,True,False,False,False,False,True,False,False,0,0
Reverse Layup Shot,Layup,0,0,3,0,2002,0,0.0,HOU,503,True,False,False,False,False,False,True,False,0,0
Fadeaway Jump Shot,Jump Shot,107,87,3,0,2002,13,1.0,HOU,369,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-112,191,3,0,2002,22,0.0,HOU,300,True,False,False,False,False,True,False,False,0,0
Running Jump Shot,Jump Shot,57,31,3,0,2002,6,1.0,HOU,115,True,False,False,False,False,True,False,False,0,0
Slam Dunk Shot,Dunk,0,0,3,0,2002,0,1.0,HOU,44,True,False,False,True,False,False,False,False,0,0
Turnaround Jump Shot,Jump Shot,72,53,4,0,2002,8,0.0,HOU,675,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,143,150,4,0,2002,20,1.0,HOU,510,True,False,False,False,False,True,False,False,0,0
Turnaround Jump Shot,Jump Shot,113,20,4,0,2002,11,0.0,HOU,372,True,False,False,False,False,True,False,False,0,0
Dunk Shot,Dunk,0,0,4,0,2002,0,1.0,HOU,341,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,0,196,4,0,2002,19,0.0,HOU,306,True,False,False,False,False,True,False,False,0,0
Turnaround Jump Shot,Jump Shot,72,135,4,0,2002,15,0.0,HOU,209,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,177,94,1,0,2002,20,1.0,WAS,640,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,94,240,1,0,2002,25,1.0,WAS,419,False,True,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,1,0,2002,0,1.0,WAS,162,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,163,199,1,0,2002,25,1.0,WAS,120,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-103,252,1,0,2002,27,0.0,WAS,51,False,True,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,1,0,2002,0,1.0,WAS,33,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,166,145,2,0,2002,22,1.0,WAS,707,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,135,225,2,0,2002,26,1.0,WAS,684,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-235,41,2,0,2002,23,1.0,WAS,606,False,True,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,-158,209,2,0,2002,26,1.0,WAS,540,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-126,215,2,0,2002,24,1.0,WAS,353,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,133,235,2,0,2002,27,1.0,WAS,304,False,True,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,44,184,2,0,2002,18,1.0,WAS,285,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,177,197,2,0,2002,26,0.0,WAS,246,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,46,69,2,0,2002,8,0.0,WAS,104,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,140,230,2,0,2002,26,0.0,WAS,74,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-182,12,3,0,2002,18,0.0,WAS,664,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,113,245,3,0,2002,26,1.0,WAS,411,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-194,187,3,0,2002,26,0.0,WAS,288,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-33,79,3,0,2002,8,0.0,WAS,252,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-15,81,3,0,2002,8,0.0,WAS,154,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,148,15,3,0,2002,14,0.0,WAS,42,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,148,-5,4,0,2002,14,0.0,WAS,300,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,4,0,2002,0,0.0,WAS,198,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-3,173,4,0,2002,17,0.0,WAS,157,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,126,151,1,0,2002,19,0.0,SEA,260,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,57,250,1,0,2002,25,1.0,SEA,57,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,66,160,2,0,2002,17,0.0,SEA,621,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,220,135,2,0,2002,25,0.0,SEA,553,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,112,-6,2,0,2002,11,0.0,SEA,497,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-141,-6,3,0,2002,14,0.0,SEA,677,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,235,100,3,0,2002,25,1.0,SEA,618,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-145,214,3,0,2002,25,1.0,SEA,558,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,210,183,3,0,2002,27,0.0,SEA,50,False,True,False,False,False,True,False,False,0,0
Layup Shot,Layup,0,0,3,0,2002,0,1.0,SEA,0,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,233,64,4,0,2002,24,0.0,SEA,594,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-89,238,1,0,2002,25,1.0,MEM,369,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,161,202,1,0,2002,25,1.0,MEM,184,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,136,212,1,0,2002,25,0.0,MEM,153,False,True,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,1,0,2002,0,0.0,MEM,119,True,False,False,False,False,False,True,False,1,0
Fadeaway Jump Shot,Jump Shot,79,89,2,0,2002,11,1.0,MEM,690,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-105,45,2,0,2002,11,0.0,MEM,665,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-123,178,2,0,2002,21,0.0,MEM,619,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-75,155,2,0,2002,17,0.0,MEM,262,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,123,46,2,0,2002,13,0.0,MEM,209,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,130,133,2,0,2002,18,0.0,MEM,22,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-169,183,2,0,2002,24,0.0,MEM,0,False,True,False,False,False,True,False,False,1,0
Running Finger Roll Shot,Layup,56,59,3,0,2002,8,0.0,MEM,674,True,False,False,False,False,False,True,False,1,0
Driving Layup Shot,Layup,0,0,3,0,2002,0,1.0,MEM,598,True,False,False,False,False,False,True,False,1,0
Driving Layup Shot,Layup,0,0,3,0,2002,0,1.0,MEM,197,True,False,False,False,False,False,True,False,1,0
Reverse Layup Shot,Layup,0,0,3,0,2002,0,0.0,MEM,160,True,False,False,False,False,False,True,False,1,0
Reverse Layup Shot,Layup,0,0,3,0,2002,0,0.0,MEM,130,True,False,False,False,False,False,True,False,1,0
Driving Layup Shot,Layup,0,0,3,0,2002,0,1.0,MEM,40,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,148,143,4,0,2002,20,0.0,MEM,706,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,148,76,4,0,2002,16,1.0,MEM,226,True,False,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,4,0,2002,0,1.0,MEM,156,True,False,False,True,False,False,False,False,1,0
Hook Shot,Hook Shot,3,23,1,0,2002,2,0.0,DAL,682,True,False,False,False,True,False,False,False,0,0
Jump Shot,Jump Shot,192,91,1,0,2002,21,0.0,DAL,583,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,0,0,1,0,2002,0,1.0,DAL,8,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-94,549,1,0,2002,55,0.0,DAL,0,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,115,163,2,0,2002,19,0.0,DAL,661,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,202,91,2,0,2002,22,0.0,DAL,609,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,143,176,2,0,2002,22,0.0,DAL,266,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-122,150,2,0,2002,19,0.0,DAL,136,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,29,56,2,0,2002,6,1.0,DAL,92,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,146,140,3,0,2002,20,1.0,DAL,428,True,False,False,False,False,True,False,False,0,0
Running Finger Roll Shot,Layup,-13,43,3,0,2002,4,0.0,DAL,286,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-186,179,3,0,2002,25,0.0,DAL,0,False,True,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,4,0,2002,0,1.0,DAL,710,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-156,-9,4,0,2002,15,0.0,DAL,679,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-26,141,4,0,2002,14,1.0,DAL,618,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,154,35,4,0,2002,15,1.0,DAL,558,True,False,False,False,False,True,False,False,0,0
Reverse Layup Shot,Layup,0,0,4,0,2002,0,1.0,DAL,521,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-38,145,4,0,2002,14,0.0,DAL,356,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,194,160,1,0,2002,25,1.0,MEM,600,False,True,False,False,False,True,False,False,0,0
Driving Dunk Shot,Dunk,0,0,1,0,2002,0,1.0,MEM,407,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,189,164,1,0,2002,25,0.0,MEM,358,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,171,122,2,0,2002,21,0.0,MEM,686,True,False,False,False,False,True,False,False,0,0
Turnaround Jump Shot,Jump Shot,-49,56,2,0,2002,7,0.0,MEM,31,True,False,False,False,False,True,False,False,0,0
Reverse Dunk Shot,Dunk,0,0,3,0,2002,0,1.0,MEM,584,True,False,False,True,False,False,False,False,0,0
Running Jump Shot,Jump Shot,-36,61,3,0,2002,7,1.0,MEM,513,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,54,49,3,0,2002,7,0.0,MEM,398,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,3,0,2002,0,0.0,MEM,88,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,10,243,4,0,2002,24,1.0,MEM,348,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-222,86,4,0,2002,23,0.0,MEM,144,False,True,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,4,0,2002,0,0.0,MEM,68,True,False,False,False,False,False,True,False,0,0
Layup Shot,Layup,0,0,4,0,2002,0,0.0,MEM,26,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-136,158,4,0,2002,20,1.0,MEM,0,True,False,False,False,False,True,False,False,0,0
Turnaround Jump Shot,Jump Shot,71,164,1,0,2002,17,1.0,PHX,628,True,False,False,False,False,True,False,False,1,0
Running Dunk Shot,Dunk,0,0,1,0,2002,0,1.0,PHX,592,True,False,False,True,False,False,False,False,1,0
Driving Layup Shot,Layup,0,0,1,0,2002,0,1.0,PHX,441,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,0,265,1,0,2002,26,1.0,PHX,412,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,223,26,1,0,2002,22,0.0,PHX,302,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,136,66,1,0,2002,15,0.0,PHX,283,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,151,214,1,0,2002,26,0.0,PHX,29,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-113,104,2,0,2002,15,0.0,PHX,661,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,2,0,2002,0,0.0,PHX,106,True,False,False,False,False,False,True,False,1,0
Alley Oop Dunk Shot,Dunk,0,0,2,0,2002,0,1.0,PHX,61,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,-140,69,3,0,2002,15,0.0,PHX,607,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-135,120,3,0,2002,18,1.0,PHX,0,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-195,189,4,0,2002,27,0.0,PHX,613,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,167,72,4,0,2002,18,0.0,PHX,498,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,136,229,4,0,2002,26,0.0,PHX,202,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,108,138,4,0,2002,17,0.0,PHX,49,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-126,82,5,0,2002,15,0.0,PHX,283,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,79,115,5,0,2002,13,0.0,PHX,247,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,5,0,2002,0,1.0,PHX,206,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-156,12,5,0,2002,15,0.0,PHX,169,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,140,229,5,0,2002,26,0.0,PHX,72,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,95,192,5,0,2002,21,1.0,PHX,28,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,69,133,2,0,2002,14,0.0,DAL,115,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,95,128,2,0,2002,15,1.0,DAL,58,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,89,245,2,0,2002,26,0.0,DAL,5,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-2,261,3,0,2002,26,1.0,DAL,598,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-123,49,3,0,2002,13,0.0,DAL,519,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-172,191,3,0,2002,25,0.0,DAL,356,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,54,56,3,0,2002,7,0.0,DAL,254,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,3,0,2002,0,0.0,DAL,202,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-26,86,3,0,2002,8,0.0,DAL,81,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,-16,104,4,0,2002,10,1.0,DAL,705,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,112,166,4,0,2002,20,1.0,DAL,571,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,161,26,4,0,2002,16,0.0,DAL,528,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,4,0,2002,0,0.0,DAL,141,True,False,False,False,False,False,True,False,1,0
Slam Dunk Shot,Dunk,0,0,1,0,2002,0,1.0,SAC,656,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,-6,87,1,0,2002,8,1.0,SAC,447,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-107,160,1,0,2002,19,0.0,SAC,392,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,174,191,1,0,2002,25,0.0,SAC,139,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,144,-21,2,0,2002,14,0.0,SAC,659,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,176,102,2,0,2002,20,0.0,SAC,619,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,164,191,2,0,2002,25,0.0,SAC,158,False,True,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,2,0,2002,0,1.0,SAC,6,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-161,191,3,0,2002,24,0.0,SAC,686,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,133,-8,3,0,2002,13,1.0,SAC,661,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,3,0,2002,0,1.0,SAC,633,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,130,71,3,0,2002,14,0.0,SAC,561,True,False,False,False,False,True,False,False,1,0
Alley Oop Dunk Shot,Dunk,0,0,3,0,2002,0,1.0,SAC,353,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,117,232,3,0,2002,25,0.0,SAC,318,False,True,False,False,False,True,False,False,1,0
Tip Shot,Tip Shot,0,0,3,0,2002,0,0.0,SAC,269,True,False,False,False,False,False,False,True,1,0
Jump Shot,Jump Shot,161,92,3,0,2002,18,1.0,SAC,253,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,23,66,3,0,2002,6,0.0,SAC,92,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,3,0,2002,0,0.0,SAC,82,True,False,False,False,False,False,True,False,1,0
Turnaround Jump Shot,Jump Shot,121,123,4,0,2002,17,1.0,SAC,641,True,False,False,False,False,True,False,False,1,0
Driving Dunk Shot,Dunk,0,0,4,0,2002,0,1.0,SAC,597,True,False,False,True,False,False,False,False,1,0
Layup Shot,Layup,0,0,4,0,2002,0,0.0,SAC,548,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-184,76,4,0,2002,19,1.0,SAC,499,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,167,-34,4,0,2002,17,0.0,SAC,386,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-41,206,4,0,2002,21,0.0,SAC,317,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,33,91,4,0,2002,9,0.0,SAC,96,True,False,False,False,False,True,False,False,1,0
