action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_distance,shot_made_flag,shot_zone_area,shot_zone_basic,opponent,remaining_time,2PT Field Goal,3PT Field Goal,home_court,injury
Jump Shot,Jump Shot,-71,46,4,0,2002,8,1.0,Left Side(L),In The Paint (Non-RA),CHI,181,True,False,0,0
Jump Shot,Jump Shot,171,183,4,0,2002,25,0.0,Right Side Center(RC),Above the Break 3,CHI,70,False,True,0,0
Jump Shot,Jump Shot,133,64,4,0,2002,14,0.0,Right Side(R),Mid-Range,CHI,27,True,False,0,0
Jump Shot,Jump Shot,-110,232,1,0,2002,25,1.0,Left Side Center(LC),Above the Break 3,DET,595,False,True,0,0
Layup Shot,Layup,0,0,1,0,2002,0,0.0,Center(C),Restricted Area,DET,569,True,False,0,0
Layup Shot,Layup,0,0,1,0,2002,0,0.0,Center(C),Restricted Area,DET,561,True,False,0,0
Jump Shot,Jump Shot,98,250,1,0,2002,26,1.0,Right Side Center(RC),Above the Break 3,DET,520,False,True,0,0
Jump Shot,Jump Shot,-159,38,1,0,2002,16,1.0,Left Side(L),Mid-Range,DET,392,True,False,0,0
Jump Shot,Jump Shot,-164,20,1,0,2002,16,1.0,Left Side(L),Mid-Range,DET,63,True,False,0,0
Jump Shot,Jump Shot,-194,2,1,0,2002,19,1.0,Left Side(L),Mid-Range,DET,37,True,False,0,0
Jump Shot,Jump Shot,158,69,2,0,2002,17,0.0,Right Side(R),Mid-Range,DET,700,True,False,0,0
Layup Shot,Layup,0,0,2,0,2002,0,0.0,Center(C),Restricted Area,DET,297,True,False,0,0
Jump Shot,Jump Shot,-202,28,2,0,2002,20,0.0,Left Side(L),Mid-Range,DET,235,True,False,0,0
Jump Shot,Jump Shot,-110,184,2,0,2002,21,0.0,Left Side Center(LC),Mid-Range,DET,3,True,False,0,0
Layup Shot,Layup,0,0,3,0,2002,0,0.0,Center(C),Restricted Area,DET,556,True,False,0,0
Jump Shot,Jump Shot,-16,146,3,0,2002,14,0.0,Center(C),Mid-Range,DET,195,True,False,0,0
Jump Shot,Jump Shot,156,51,4,0,2002,16,0.0,Right Side(R),Mid-Range,DET,651,True,False,0,0
Jump Shot,Jump Shot,156,12,4,0,2002,15,0.0,Right Side(R),Mid-Range,DET,607,True,False,0,0
Jump Shot,Jump Shot,131,49,4,0,2002,13,0.0,Right Side(R),Mid-Range,DET,562,True,False,0,0
Layup Shot,Layup,0,0,4,0,2002,0,0.0,Center(C),Restricted Area,DET,263,True,False,0,0
Jump Shot,Jump Shot,103,20,4,0,2002,10,0.0,Right Side(R),Mid-Range,DET,171,True,False,0,0
Jump Shot,Jump Shot,-177,109,1,0,2002,20,0.0,Left Side(L),Mid-Range,MIN,705,True,False,0,0
Jump Shot,Jump Shot,125,-13,1,0,2002,12,0.0,Right Side(R),Mid-Range,MIN,638,True,False,0,0
Jump Shot,Jump Shot,46,72,1,0,2002,8,0.0,Right Side(R),In The Paint (Non-RA),MIN,512,True,False,0,0
Jump Shot,Jump Shot,-171,7,1,0,2002,17,0.0,Left Side(L),Mid-Range,MIN,498,True,False,0,0
Jump Shot,Jump Shot,-59,68,1,0,2002,9,1.0,Left Side(L),In The Paint (Non-RA),MIN,376,True,False,0,0
Jump Shot,Jump Shot,-156,130,1,0,2002,20,1.0,Left Side Center(LC),Mid-Range,MIN,248,True,False,0,0
Layup Shot,Layup,0,0,1,0,2002,0,1.0,Center(C),Restricted Area,MIN,232,True,False,0,0
Jump Shot,Jump Shot,-131,112,1,0,2002,17,1.0,Left Side Center(LC),Mid-Range,MIN,94,True,False,0,0
Jump Shot,Jump Shot,-192,191,1,0,2002,27,0.0,Left Side Center(LC),Above the Break 3,MIN,35,False,True,0,0
Running Jump Shot,Jump Shot,-163,112,2,0,2002,19,1.0,Left Side(L),Mid-Range,MIN,79,True,False,0,0
Jump Shot,Jump Shot,136,-8,2,0,2002,13,0.0,Right Side(R),Mid-Range,MIN,5,True,False,0,0
Jump Shot,Jump Shot,181,10,3,0,2002,18,0.0,Right Side(R),Mid-Range,MIN,514,True,False,0,0
Jump Shot,Jump Shot,115,20,3,0,2002,11,0.0,Right Side(R),Mid-Range,MIN,508,True,False,0,0
Jump Shot,Jump Shot,-154,117,3,0,2002,19,0.0,Left Side Center(LC),Mid-Range,MIN,339,True,False,0,0
Jump Shot,Jump Shot,-16,252,3,0,2002,25,1.0,Center(C),Above the Break 3,MIN,311,False,True,0,0
Jump Shot,Jump Shot,136,133,4,0,2002,19,0.0,Right Side Center(RC),Mid-Range,MIN,651,True,False,0,0
Jump Shot,Jump Shot,184,-24,4,0,2002,18,0.0,Right Side(R),Mid-Range,MIN,550,True,False,0,0
Jump Shot,Jump Shot,-182,74,4,0,2002,19,1.0,Left Side(L),Mid-Range,MIN,442,True,False,0,0
Layup Shot,Layup,0,0,4,0,2002,0,0.0,Center(C),Restricted Area,MIN,332,True,False,0,0
Running Jump Shot,Jump Shot,-102,82,4,0,2002,13,1.0,Left Side(L),Mid-Range,MIN,109,True,False,0,0
Jump Shot,Jump Shot,-128,176,1,0,2002,21,0.0,Left Side Center(LC),Mid-Range,MIL,456,True,False,0,0
Jump Shot,Jump Shot,-136,110,1,0,2002,17,1.0,Left Side Center(LC),Mid-Range,MIL,198,True,False,0,0
Jump Shot,Jump Shot,112,-14,2,0,2002,11,0.0,Right Side(R),Mid-Range,MIL,518,True,False,0,0
Jump Shot,Jump Shot,80,10,2,0,2002,8,1.0,Right Side(R),In The Paint (Non-RA),MIL,180,True,False,0,0
Jump Shot,Jump Shot,-205,153,2,0,2002,25,0.0,Left Side Center(LC),Above the Break 3,MIL,4,False,True,0,0
Layup Shot,Layup,0,0,3,0,2002,0,1.0,Center(C),Restricted Area,MIL,561,True,False,0,0
Jump Shot,Jump Shot,-141,31,3,0,2002,14,0.0,Left Side(L),Mid-Range,MIL,426,True,False,0,0
Jump Shot,Jump Shot,131,-18,3,0,2002,13,0.0,Right Side(R),Mid-Range,MIL,272,True,False,0,0
Jump Shot,Jump Shot,-110,176,3,0,2002,20,0.0,Left Side Center(LC),Mid-Range,MIL,230,True,False,0,0
Layup Shot,Layup,0,0,3,0,2002,0,0.0,Center(C),Restricted Area,MIL,96,True,False,0,0
Jump Shot,Jump Shot,171,35,4,0,2002,17,1.0,Right Side(R),Mid-Range,MIL,707,True,False,0,0
Jump Shot,Jump Shot,235,114,4,0,2002,26,0.0,Right Side Center(RC),Above the Break 3,MIL,661,False,True,0,0
Jump Shot,Jump Shot,156,158,1,0,2002,22,0.0,Right Side Center(RC),Mid-Range,LAC,491,True,False,0,0
Jump Shot,Jump Shot,-57,197,1,0,2002,20,0.0,Center(C),Mid-Range,LAC,170,True,False,0,0
Reverse Layup Shot,Layup,0,0,2,0,2002,0,1.0,Center(C),Restricted Area,LAC,176,True,False,0,0
Jump Shot,Jump Shot,38,63,2,0,2002,7,0.0,Center(C),In The Paint (Non-RA),LAC,95,True,False,0,0
Jump Shot,Jump Shot,-23,268,3,0,2002,26,0.0,Center(C),Above the Break 3,LAC,686,False,True,0,0
Jump Shot,Jump Shot,133,158,4,0,2002,20,1.0,Right Side Center(RC),Mid-Range,LAC,705,True,False,0,0
Jump Shot,Jump Shot,85,151,4,0,2002,17,1.0,Right Side Center(RC),Mid-Range,LAC,629,True,False,0,0
Jump Shot,Jump Shot,164,18,4,0,2002,16,1.0,Right Side(R),Mid-Range,LAC,176,True,False,0,0
Jump Shot,Jump Shot,158,-6,1,0,2002,15,0.0,Right Side(R),Mid-Range,SAC,661,True,False,0,0
Jump Shot,Jump Shot,181,12,1,0,2002,18,0.0,Right Side(R),Mid-Range,SAC,493,True,False,0,0
Tip Shot,Tip Shot,0,0,1,0,2002,0,0.0,Center(C),Restricted Area,SAC,488,True,False,0,0
Jump Shot,Jump Shot,-75,17,1,0,2002,7,0.0,Center(C),In The Paint (Non-RA),SAC,486,True,False,0,0
Jump Shot,Jump Shot,61,31,1,0,2002,6,0.0,Center(C),In The Paint (Non-RA),SAC,235,True,False,0,0
Jump Shot,Jump Shot,3,204,1,0,2002,20,0.0,Center(C),Mid-Range,SAC,166,True,False,0,0
Jump Shot,Jump Shot,-158,209,1,0,2002,26,0.0,Left Side Center(LC),Above the Break 3,SAC,86,False,True,0,0
Jump Shot,Jump Shot,-59,187,2,0,2002,19,0.0,Center(C),Mid-Range,SAC,572,True,False,0,0
Jump Shot,Jump Shot,181,135,2,0,2002,22,1.0,Right Side Center(RC),Mid-Range,SAC,291,True,False,0,0
Jump Shot,Jump Shot,74,10,2,0,2002,7,1.0,Center(C),In The Paint (Non-RA),SAC,92,True,False,0,0
Jump Shot,Jump Shot,-145,169,2,0,2002,22,0.0,Left Side Center(LC),Mid-Range,SAC,34,True,False,0,0
Jump Shot,Jump Shot,235,10,3,0,2002,23,0.0,Right Side(R),Right Corner 3,SAC,651,False,True,0,0
Driving Layup Shot,Layup,0,0,3,0,2002,0,1.0,Center(C),Restricted Area,SAC,520,True,False,0,0
Jump Shot,Jump Shot,126,186,3,0,2002,22,0.0,Right Side Center(RC),Mid-Range,SAC,493,True,False,0,0
Jump Shot,Jump Shot,133,20,3,0,2002,13,0.0,Right Side(R),Mid-Range,SAC,428,True,False,0,0
Jump Shot,Jump Shot,33,49,3,0,2002,5,0.0,Center(C),In The Paint (Non-RA),SAC,423,True,False,0,0
Jump Shot,Jump Shot,192,69,3,0,2002,20,1.0,Right Side(R),Mid-Range,SAC,278,True,False,0,0
Jump Shot,Jump Shot,195,125,3,0,2002,23,0.0,Right Side(R),Mid-Range,SAC,169,True,False,0,0
Alley Oop Dunk Shot,Dunk,0,0,3,0,2002,0,1.0,Center(C),Restricted Area,SAC,57,True,False,0,0
Jump Shot,Jump Shot,166,35,3,0,2002,16,1.0,Right Side(R),Mid-Range,SAC,22,True,False,0,0
Jump Shot,Jump Shot,-168,69,4,0,2002,18,0.0,Left Side(L),Mid-Range,SAC,675,True,False,0,0
Jump Shot,Jump Shot,72,63,4,0,2002,9,0.0,Right Side(R),In The Paint (Non-RA),SAC,614,True,False,0,0
Fadeaway Jump Shot,Jump Shot,-197,-13,4,0,2002,19,1.0,Left Side(L),Mid-Range,SAC,575,True,False,0,0
Jump Shot,Jump Shot,-141,202,4,0,2002,24,1.0,Left Side Center(LC),Above the Break 3,SAC,508,False,True,0,0
Jump Shot,Jump Shot,187,12,4,0,2002,18,0.0,Right Side(R),Mid-Range,SAC,287,True,False,0,0
Layup Shot,Layup,0,0,4,0,2002,0,1.0,Center(C),Restricted Area,SAC,128,True,False,0,0
Jump Shot,Jump Shot,100,253,4,0,2002,27,0.0,Right Side Center(RC),Above the Break 3,SAC,40,False,True,0,0
Jump Shot,Jump Shot,-43,247,4,0,2002,25,0.0,Center(C),Above the Break 3,SAC,34,False,True,0,0
Jump Shot,Jump Shot,131,224,1,0,2002,25,0.0,Right Side Center(RC),Above the Break 3,BOS,665,False,True,1,0
Running Jump Shot,Jump Shot,72,26,1,0,2002,7,1.0,Center(C),In The Paint (Non-RA),BOS,451,True,False,1,0
Reverse Layup Shot,Layup,0,0,2,0,2002,0,0.0,Center(C),Restricted Area,BOS,667,True,False,1,0
Jump Shot,Jump Shot,-61,253,2,0,2002,26,0.0,Center(C),Above the Break 3,BOS,626,False,True,1,0
Turnaround Jump Shot,Jump Shot,-115,95,2,0,2002,14,0.0,Left Side(L),Mid-Range,BOS,581,True,False,1,0
Jump Shot,Jump Shot,103,196,4,0,2002,22,0.0,Right Side Center(RC),Mid-Range,BOS,664,True,False,1,0
Jump Shot,Jump Shot,105,35,4,0,2002,11,0.0,Right Side(R),Mid-Range,BOS,583,True,False,1,0
Jump Shot,Jump Shot,144,115,1,0,2002,18,0.0,Right Side Center(RC),Mid-Range,SAS,598,True,False,0,0
Driving Layup Shot,Layup,23,3,1,0,2002,2,0.0,Center(C),Restricted Area,SAS,160,True,False,0,0
Layup Shot,Layup,23,8,1,0,2002,2,0.0,Center(C),Restricted Area,SAS,153,True,False,0,0
Jump Shot,Jump Shot,-156,125,1,0,2002,19,1.0,Left Side Center(LC),Mid-Range,SAS,51,True,False,0,0
Jump Shot,Jump Shot,-163,15,1,0,2002,16,0.0,Left Side(L),Mid-Range,SAS,30,True,False,0,0
Jump Shot,Jump Shot,197,317,2,0,2002,37,0.0,Right Side Center(RC),Above the Break 3,SAS,632,False,True,0,0
Jump Shot,Jump Shot,43,217,2,0,2002,22,0.0,Center(C),Mid-Range,SAS,530,True,False,0,0
Turnaround Jump Shot,Jump Shot,-82,12,2,0,2002,8,0.0,Left Side(L),Mid-Range,SAS,176,True,False,0,0
Jump Shot,Jump Shot,146,15,2,0,2002,14,0.0,Right Side(R),Mid-Range,SAS,81,True,False,0,0
Fadeaway Jump Shot,Jump Shot,92,30,3,0,2002,9,1.0,Right Side(R),Mid-Range,SAS,679,True,False,0,0
Driving Layup Shot,Layup,-3,35,3,0,2002,3,0.0,Center(C),Restricted Area,SAS,540,True,False,0,0
Jump Shot,Jump Shot,34,45,3,0,2002,5,1.0,Center(C),In The Paint (Non-RA),SAS,515,True,False,0,0
Driving Layup Shot,Layup,-34,31,3,0,2002,4,0.0,Center(C),In The Paint (Non-RA),SAS,485,True,False,0,0
Driving Finger Roll Shot,Layup,-23,33,3,0,2002,4,1.0,Center(C),In The Paint (Non-RA),SAS,256,True,False,0,0
Driving Layup Shot,Layup,29,15,3,0,2002,3,0.0,Center(C),Restricted Area,SAS,203,True,False,0,0
Jump Shot,Jump Shot,-146,7,3,0,2002,14,0.0,Left Side(L),Mid-Range,SAS,147,True,False,0,0
Jump Shot,Jump Shot,232,8,4,0,2002,23,1.0,Right Side(R),Right Corner 3,SAS,384,False,True,0,0
Dunk Shot,Dunk,3,25,4,0,2002,2,1.0,Center(C),Restricted Area,SAS,170,True,False,0,0
Jump Shot,Jump Shot,102,227,4,0,2002,24,0.0,Right Side Center(RC),Above the Break 3,SAS,107,False,True,0,0
Jump Shot,Jump Shot,-227,43,4,0,2002,23,0.0,Left Side(L),Left Corner 3,SAS,28,False,True,0,0
Driving Layup Shot,Layup,-31,28,4,0,2002,4,1.0,Center(C),In The Paint (Non-RA),SAS,20,True,False,0,0
Jump Shot,Jump Shot,143,81,1,0,2002,16,0.0,Right Side(R),Mid-Range,ATL,654,True,False,0,0
Jump Shot,Jump Shot,-5,266,1,0,2002,26,1.0,Center(C),Above the Break 3,ATL,508,False,True,0,0
Jump Shot,Jump Shot,8,196,1,0,2002,19,0.0,Center(C),Mid-Range,ATL,394,True,False,0,0
Driving Dunk Shot,Dunk,0,0,1,0,2002,0,1.0,Center(C),Restricted Area,ATL,273,True,False,0,0
Turnaround Jump Shot,Jump Shot,49,92,1,0,2002,10,1.0,Center(C),In The Paint (Non-RA),ATL,210,True,False,0,0
Jump Shot,Jump Shot,144,22,1,0,2002,14,0.0,Right Side(R),Mid-Range,ATL,29,True,False,0,0
Jump Shot,Jump Shot,-31,411,1,0,2002,41,0.0,Back Court(BC),Above the Break 3,ATL,0,False,True,0,0
Jump Shot,Jump Shot,72,133,2,0,2002,15,0.0,Center(C),In The Paint (Non-RA),ATL,627,True,False,0,0
Jump Shot,Jump Shot,-156,84,2,0,2002,17,0.0,Left Side(L),Mid-Range,ATL,497,True,False,0,0
Layup Shot,Layup,0,0,3,0,2002,0,1.0,Center(C),Restricted Area,ATL,633,True,False,0,0
Jump Shot,Jump Shot,1,197,3,0,2002,19,0.0,Center(C),Mid-Range,ATL,555,True,False,0,0
Layup Shot,Layup,0,0,3,0,2002,0,1.0,Center(C),Restricted Area,ATL,521,True,False,0,0
Jump Shot,Jump Shot,158,92,4,0,2002,18,0.0,Right Side(R),Mid-Range,ATL,702,True,False,0,0
Layup Shot,Layup,0,0,4,0,2002,0,0.0,Center(C),Restricted Area,ATL,607,True,False,0,0
Jump Shot,Jump Shot,166,3,4,0,2002,16,1.0,Right Side(R),Mid-Range,ATL,585,True,False,0,0
Dunk Shot,Dunk,0,0,4,0,2002,0,1.0,Center(C),Restricted Area,ATL,497,True,False,0,0
Jump Shot,Jump Shot,-133,215,4,0,2002,25,1.0,Left Side Center(LC),Above the Break 3,ATL,436,False,True,0,0
Jump Shot,Jump Shot,209,150,4,0,2002,25,1.0,Right Side Center(RC),Above the Break 3,ATL,300,False,True,0,0
Jump Shot,Jump Shot,202,140,4,0,2002,24,0.0,Right Side Center(RC),Above the Break 3,ATL,260,False,True,0,0
Driving Layup Shot,Layup,0,0,2,0,2002,0,1.0,Center(C),Restricted Area,HOU,632,True,False,0,0
Jump Shot,Jump Shot,113,160,2,0,2002,19,0.0,Right Side Center(RC),Mid-Range,HOU,471,True,False,0,0
Driving Layup Shot,Layup,0,0,2,0,2002,0,1.0,Center(C),Restricted Area,HOU,437,True,False,0,0
Layup Shot,Layup,0,0,2,0,2002,0,0.0,Center(C),Restricted Area,HOU,391,True,False,0,0
Jump Shot,Jump Shot,-149,105,2,0,2002,18,0.0,Left Side(L),Mid-Range,HOU,352,True,False,0,0
Jump Shot,Jump Shot,115,227,2,0,2002,25,0.0,Right Side Center(RC),Above the Break 3,HOU,281,False,True,0,0
Running Layup Shot,Layup,0,0,2,0,2002,0,1.0,Center(C),Restricted Area,HOU,208,True,False,0,0
Jump Shot,Jump Shot,-48,43,2,0,2002,6,0.0,Center(C),In The Paint (Non-RA),HOU,17,True,False,0,0
Turnaround Jump Shot,Jump Shot,97,77,3,0,2002,12,0.0,Right Side(R),Mid-Range,HOU,657,True,False,0,0
Reverse Layup Shot,Layup,0,0,3,0,2002,0,0.0,Center(C),Restricted Area,HOU,503,True,False,0,0
Fadeaway Jump Shot,Jump Shot,107,87,3,0,2002,13,1.0,Right Side(R),Mid-Range,HOU,369,True,False,0,0
Jump Shot,Jump Shot,-112,191,3,0,2002,22,0.0,Left Side Center(LC),Mid-Range,HOU,300,True,False,0,0
Running Jump Shot,Jump Shot,57,31,3,0,2002,6,1.0,Center(C),In The Paint (Non-RA),HOU,115,True,False,0,0
Slam Dunk Shot,Dunk,0,0,3,0,2002,0,1.0,Center(C),Restricted Area,HOU,44,True,False,0,0
Turnaround Jump Shot,Jump Shot,72,53,4,0,2002,8,0.0,Right Side(R),In The Paint (Non-RA),HOU,675,True,False,0,0
Jump Shot,Jump Shot,143,150,4,0,2002,20,1.0,Right Side Center(RC),Mid-Range,HOU,510,True,False,0,0
Turnaround Jump Shot,Jump Shot,113,20,4,0,2002,11,0.0,Right Side(R),Mid-Range,HOU,372,True,False,0,0
Dunk Shot,Dunk,0,0,4,0,2002,0,1.0,Center(C),Restricted Area,HOU,341,True,False,0,0
Jump Shot,Jump Shot,0,196,4,0,2002,19,0.0,Center(C),Mid-Range,HOU,306,True,False,0,0
Turnaround Jump Shot,Jump Shot,72,135,4,0,2002,15,0.0,Center(C),In The Paint (Non-RA),HOU,209,True,False,0,0
Jump Shot,Jump Shot,177,94,1,0,2002,20,1.0,Right Side(R),Mid-Range,WAS,640,True,False,1,0
Jump Shot,Jump Shot,94,240,1,0,2002,25,1.0,Right Side Center(RC),Above the Break 3,WAS,419,False,True,1,0
Driving Layup Shot,Layup,0,0,1,0,2002,0,1.0,Center(C),Restricted Area,WAS,162,True,False,1,0
Jump Shot,Jump Shot,163,199,1,0,2002,25,1.0,Right Side Center(RC),Above the Break 3,WAS,120,False,True,1,0
Jump Shot,Jump Shot,-103,252,1,0,2002,27,0.0,Left Side Center(LC),Above the Break 3,WAS,51,False,True,1,0
Driving Layup Shot,Layup,0,0,1,0,2002,0,1.0,Center(C),Restricted Area,WAS,33,True,False,1,0
Jump Shot,Jump Shot,166,145,2,0,2002,22,1.0,Right Side Center(RC),Mid-Range,WAS,707,True,False,1,0
Jump Shot,Jump Shot,135,225,2,0,2002,26,1.0,Right Side Center(RC),Above the Break 3,WAS,684,False,True,1,0
Jump Shot,Jump Shot,-235,41,2,0,2002,23,1.0,Left Side(L),Left Corner 3,WAS,606,False,True,1,0
Running Jump Shot,Jump Shot,-158,209,2,0,2002,26,1.0,Left Side Center(LC),Above the Break 3,WAS,540,False,True,1,0
Jump Shot,Jump Shot,-126,215,2,0,2002,24,1.0,Left Side Center(LC),Above the Break 3,WAS,353,False,True,1,0
Jump Shot,Jump Shot,133,235,2,0,2002,27,1.0,Right Side Center(RC),Above the Break 3,WAS,304,False,True,1,0
Running Jump Shot,Jump Shot,44,184,2,0,2002,18,1.0,Center(C),Mid-Range,WAS,285,True,False,1,0
Jump Shot,Jump Shot,177,197,2,0,2002,26,0.0,Right Side Center(RC),Above the Break 3,WAS,246,False,True,1,0
Jump Shot,Jump Shot,46,69,2,0,2002,8,0.0,Right Side(R),In The Paint (Non-RA),WAS,104,True,False,1,0
Jump Shot,Jump Shot,140,230,2,0,2002,26,0.0,Right Side Center(RC),Above the Break 3,WAS,74,False,True,1,0
Jump Shot,Jump Shot,-182,12,3,0,2002,18,0.0,Left Side(L),Mid-Range,WAS,664,True,False,1,0
Jump Shot,Jump Shot,113,245,3,0,2002,26,1.0,Right Side Center(RC),Above the Break 3,WAS,411,False,True,1,0
Jump Shot,Jump Shot,-194,187,3,0,2002,26,0.0,Left Side Center(LC),Above the Break 3,WAS,288,False,True,1,0
Jump Shot,Jump Shot,-33,79,3,0,2002,8,0.0,Center(C),In The Paint (Non-RA),WAS,252,True,False,1,0
Jump Shot,Jump Shot,-15,81,3,0,2002,8,0.0,Center(C),In The Paint (Non-RA),WAS,154,True,False,1,0
Jump Shot,Jump Shot,148,15,3,0,2002,14,0.0,Right Side(R),Mid-Range,WAS,42,True,False,1,0
Jump Shot,Jump Shot,148,-5,4,0,2002,14,0.0,Right Side(R),Mid-Range,WAS,300,True,False,1,0
Driving Layup Shot,Layup,0,0,4,0,2002,0,0.0,Center(C),Restricted Area,WAS,198,True,False,1,0
Jump Shot,Jump Shot,-3,173,4,0,2002,17,0.0,Center(C),Mid-Range,WAS,157,True,False,1,0
Jump Shot,Jump Shot,126,151,1,0,2002,19,0.0,Right Side Center(RC),Mid-Range,SEA,260,True,False,0,0
Jump Shot,Jump Shot,57,250,1,0,2002,25,1.0,Center(C),Above the Break 3,SEA,57,False,True,0,0
Jump Shot,Jump Shot,66,160,2,0,2002,17,0.0,Right Side Center(RC),Mid-Range,SEA,621,True,False,0,0
Jump Shot,Jump Shot,220,135,2,0,2002,25,0.0,Right Side Center(RC),Above the Break 3,SEA,553,False,True,0,0
Jump Shot,Jump Shot,112,-6,2,0,2002,11,0.0,Right Side(R),Mid-Range,SEA,497,True,False,0,0
Jump Shot,Jump Shot,-141,-6,3,0,2002,14,0.0,Left Side(L),Mid-Range,SEA,677,True,False,0,0
Jump Shot,Jump Shot,235,100,3,0,2002,25,1.0,Right Side Center(RC),Above the Break 3,SEA,618,False,True,0,0
Jump Shot,Jump Shot,-145,214,3,0,2002,25,1.0,Left Side Center(LC),Above the Break 3,SEA,558,False,True,0,0
Jump Shot,Jump Shot,210,183,3,0,2002,27,0.0,Right Side Center(RC),Above the Break 3,SEA,50,False,True,0,0
Layup Shot,Layup,0,0,3,0,2002,0,1.0,Center(C),Restricted Area,SEA,0,True,False,0,0
Jump Shot,Jump Shot,233,64,4,0,2002,24,0.0,Right Side(R),Right Corner 3,SEA,594,False,True,0,0
Jump Shot,Jump Shot,-89,238,1,0,2002,25,1.0,Left Side Center(LC),Above the Break 3,MEM,369,False,True,1,0
Jump Shot,Jump Shot,161,202,1,0,2002,25,1.0,Right Side Center(RC),Above the Break 3,MEM,184,False,True,1,0
Jump Shot,Jump Shot,136,212,1,0,2002,25,0.0,Right Side Center(RC),Above the Break 3,MEM,153,False,True,1,0
Layup Shot,Layup,0,0,1,0,2002,0,0.0,Center(C),Restricted Area,MEM,119,True,False,1,0
Fadeaway Jump Shot,Jump Shot,79,89,2,0,2002,11,1.0,Right Side(R),In The Paint (Non-RA),MEM,690,True,False,1,0
Jump Shot,Jump Shot,-105,45,2,0,2002,11,0.0,Left Side(L),Mid-Range,MEM,665,True,False,1,0
Jump Shot,Jump Shot,-123,178,2,0,2002,21,0.0,Left Side Center(LC),Mid-Range,MEM,619,True,False,1,0
Jump Shot,Jump Shot,-75,155,2,0,2002,17,0.0,Left Side Center(LC),Mid-Range,MEM,262,True,False,1,0
Jump Shot,Jump Shot,123,46,2,0,2002,13,0.0,Right Side(R),Mid-Range,MEM,209,True,False,1,0
Jump Shot,Jump Shot,130,133,2,0,2002,18,0.0,Right Side Center(RC),Mid-Range,MEM,22,True,False,1,0
Jump Shot,Jump Shot,-169,183,2,0,2002,24,0.0,Left Side Center(LC),Above the Break 3,MEM,0,False,True,1,0
Running Finger Roll Shot,Layup,56,59,3,0,2002,8,0.0,Right Side(R),In The Paint (Non-RA),MEM,674,True,False,1,0
Driving Layup Shot,Layup,0,0,3,0,2002,0,1.0,Center(C),Restricted Area,MEM,598,True,False,1,0
Driving Layup Shot,Layup,0,0,3,0,2002,0,1.0,Center(C),Restricted Area,MEM,197,True,False,1,0
Reverse Layup Shot,Layup,0,0,3,0,2002,0,0.0,Center(C),Restricted Area,MEM,160,True,False,1,0
Reverse Layup Shot,Layup,0,0,3,0,2002,0,0.0,Center(C),Restricted Area,MEM,130,True,False,1,0
Driving Layup Shot,Layup,0,0,3,0,2002,0,1.0,Center(C),Restricted Area,MEM,40,True,False,1,0
Jump Shot,Jump Shot,148,143,4,0,2002,20,0.0,Right Side Center(RC),Mid-Range,MEM,706,True,False,1,0
Jump Shot,Jump Shot,148,76,4,0,2002,16,1.0,Right Side(R),Mid-Range,MEM,226,True,False,1,0
Slam Dunk Shot,Dunk,0,0,4,0,2002,0,1.0,Center(C),Restricted Area,MEM,156,True,False,1,0
Hook Shot,Hook Shot,3,23,1,0,2002,2,0.0,Center(C),Restricted Area,DAL,682,True,False,0,0
Jump Shot,Jump Shot,192,91,1,0,2002,21,0.0,Right Side(R),Mid-Range,DAL,583,True,False,0,0
Layup Shot,Layup,0,0,1,0,2002,0,1.0,Center(C),Restricted Area,DAL,8,True,False,0,0
Jump Shot,Jump Shot,-94,549,1,0,2002,55,0.0,Back Court(BC),Backcourt,DAL,0,False,True,0,0
Jump Shot,Jump Shot,115,163,2,0,2002,19,0.0,Right Side Center(RC),Mid-Range,DAL,661,True,False,0,0
Jump Shot,Jump Shot,202,91,2,0,2002,22,0.0,Right Side(R),Mid-Range,DAL,609,True,False,0,0
Jump Shot,Jump Shot,143,176,2,0,2002,22,0.0,Right Side Center(RC),Mid-Range,DAL,266,True,False,0,0
Jump Shot,Jump Shot,-122,150,2,0,2002,19,0.0,Left Side Center(LC),Mid-Range,DAL,136,True,False,0,0
Jump Shot,Jump Shot,29,56,2,0,2002,6,1.0,Center(C),In The Paint (Non-RA),DAL,92,True,False,0,0
Jump Shot,Jump Shot,146,140,3,0,2002,20,1.0,Right Side Center(RC),Mid-Range,DAL,428,True,False,0,0
Running Finger Roll Shot,Layup,-13,43,3,0,2002,4,0.0,Center(C),In The Paint (Non-RA),DAL,286,True,False,0,0
Jump Shot,Jump Shot,-186,179,3,0,2002,25,0.0,Left Side Center(LC),Above the Break 3,DAL,0,False,True,0,0
Driving Layup Shot,Layup,0,0,4,0,2002,0,1.0,Center(C),Restricted Area,DAL,710,True,False,0,0
Jump Shot,Jump Shot,-156,-9,4,0,2002,15,0.0,Left Side(L),Mid-Range,DAL,679,True,False,0,0
Jump Shot,Jump Shot,-26,141,4,0,2002,14,1.0,Center(C),Mid-Range,DAL,618,True,False,0,0
Jump Shot,Jump Shot,154,35,4,0,2002,15,1.0,Right Side(R),Mid-Range,DAL,558,True,False,0,0
Reverse Layup Shot,Layup,0,0,4,0,2002,0,1.0,Center(C),Restricted Area,DAL,521,True,False,0,0
Jump Shot,Jump Shot,-38,145,4,0,2002,14,0.0,Center(C),Mid-Range,DAL,356,True,False,0,0
